job_title,company,job_summary_clean,tfidf_score,embedding_score,relevant
"AI and ML Research and Development Technologist, Lead with Security Clearance",ClearanceJobs,"Job Number: R0182865 AI and ML Research and Development Technologist, Lead The Opportunity: As an experienced engineer, you know that machine learning (ML) is critical to understanding and processing massive datasets. Your ability to c ond uct statistical analyses on business processes using ML te chn iques makes you an integral part of delivering a customer-focused solution. We need your te chn ical knowledge and desire to problem-solve to support clients. We are seeking a highly skilled and experienced artifi cia l intelligence ( AI ) and ML research and development ( R & D ) Lead Te chn ologist with a background in integrating AI and ML into the framework of Intelligent Autonomous Systems ( IAS ) . The ideal candidate will help build and lead an R & D team in developing and integrating cutting-edge AI and ML te chn ologies into autonomous systems. In this role, you will be responsible for leading the design and development of advanced algorithms and sof tware solutions that enable the effective operation of t rus ted autonomous systems. You will c ond uct experiments to explore new AI and ML te chn ologies and collaborate with cross-functional teams, including hardware engineers, system engineers, and product managers to ensure the successful integration of these te chn ologies into the IAS development pipeline. You will also help develop Test, Evaluation, Verification and Validation ( TEV & V ) procedures and te chn iques for IAS. Work with us to solve real-world challenges and define ML strategy for our key DoD clients. Join us. The world can't wait. You Have: * 8+ years of experience in AI and ML R&D, with a focus on autonomous systems Experience in ML, computer vision, and deep learning algorithms Experience leading a team of AI and ML engineers, researchers, and data scientists to develop and deploy advanced AI and ML te chn ologies in autonomous systems Experience developing innovative ML models, algorithms, and solutions to improve the performance of IAS Experience with programming languages, including Python, C++, or Java Ability to present research findings and recommendations to clients and executive leadership Ability to build collaboration partnerships with industry and academic institutions Ability to stay up to date with the latest developments in AI and ML te chn ologies and autonomous systems te chn ologies to identify opportunities for innovation Ability to obtain a security clearance * Master's degree in CS or EE Nice If You Have: * Experience with DevOps tooling, pipelines, and building containerized applications to run in a Kubernetes environment * Experience with CI / CD principles, methodologies, and tools, including GitLab CI / CD and Je nk ins * Experience with distributed data and computing tools, including Spark, Databricks, Hadoop, Hive, AWS EMR, or Kafka Possession of strong communication and leadership skills Possession of strong R & D proposal writing and organization skills Secret clearance * Doctorate degree in CS or EE Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information . Create Your Career: Grow With Us Your growth matters to us-that's why we offer a variety of ways for you to develop your career. With professional and leadership development opportunities like upskilling programs , tuition reimbursement, mentoring, and firm-sponsored networking, you can chart a unique and fulfilling career path on your own terms. A Place Where You Belong Diverse perspectives cultivate collective ingenuity. Booz Allen's culture of respect, equity, and opportunity means that, here, you are free to bring your whole self to work. With an array of business resource groups and other opportunities for connection, you'll build your community in no time. Support Your Well-Being Our comprehensive benefits package includes wellness programs with HSA contributions, paid holidays, paid parental leave, a generous 401 ( k ) match, and more. With these benefits, plus the option for flexible schedules and remote and hybrid locations, we'll support you as you pursue a balanced, fulfilling life-at work and at home. Your Candidate Journey At Booz Allen, we know our people are what propel us forward, and we value relationships most of all. Here, we've compiled a list of resources so you'll know what to expect as we forge a connection with you during your journey as a candidate with us. Compensation At Booz Allen, we celebrate your contributions, provide you with opportunities and choices, and support your total well-being. Our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work-life programs, and dependent care. Our recognition awards program acknowledges employees for exceptional performance and superior demonstration of our values. Full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in Booz Allen's benefit programs. Individuals that do not meet the threshold are only eligible for select offerings, not inclusive of health benefits. We encourage you to learn more about our total benefits by visiting the Resource page on our Careers site and reviewing Our Employee Benefits page. Salary at Booz Allen is determined by various factors, including but not limited to location, the individual's particular combination of education, knowledge, skills, competencies, and experience, as well as contract-specific affordability and organizational requirements. The projected compensation range for this position is $121,200.00 to $275,000.00 (annualized USD). The estimate displayed represents the typical salary range for this position and is just one component of Booz Allen's total compensation package for employees. Work Model Our people-first culture prioritizes the benefits of flexibility and collaboration, whether that happens in person or remotely. * If this position is listed as remote or hybrid, you'll periodically work from a Booz Allen or client site facility. If this position is listed as onsite, you'll work with colleagues and clients in person, as needed for the specific role. EEO Commitment We're an equal employment opportunity/affirmative action employer that empowers our people to fearlessly drive change - no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law.",0.057001251,0.57836366,0
Data Modeler - BI Analytics - Onsite (Full Time),"The Dignify Solutions, LLC","5+ Years of Data Modeling Experience Proven track record of delivering complex Logical and Physical Data Models with expertise in delivering Physical Data Models. Extensive experience with at least one BI Reporting tools like: Tableu/Looker/Cognos/MicroStrategy/Power BI etc. Expertise in Ralph Kimball Style of Modeling: Dimensional, Multidimensional, Star, Galaxy and Snowflake Schema. Extensive experience with either ER Studio or Erwin Data Modeling tool. Extensive experience is versioning, maintaining Data Modeling Artifacts like files, repositories, Definitions, Mappings, Data Dictionary etc. Extensive experience with Business Requirements Analysis and Data Analysis using SQL scripts, Excel techniques. Must be passionate about being up to date with current industry trends and experimenting/learning new technologies. Demonstrate deep knowledge od different Data Warehousing Methodologies, techniques and best practices. Deep knowledge of at least one relational database: Oracle/SQL Server/Teradata. Performance tuning, Partitioning, Indexing of Physical Database Objects. Excellent verbal and written communication skills to work with: Team Leads, Project Managers, ETL Team, Business Analysts, Data Analysts, DBAs etc Self-Starter with a research problem solving mindset. Experience with cloud technologies like Snowflake, Azure, AWS, GCP etc. Experience with Data Vault Modeling. A Bachelor’s Degree in Computer Science, Engineering, Math, or other related STEM discipline",0.094595313,0.52142745,1
Grants and Data Quality Assurance Manager,FACETS,"POSITION: Grants and Data Quality Assurance Manager REPORTS TO: Sr. Director of Operations CATEGORY: Full Time EXEMPT LOCATION: In-Person; Fairfax, Virginia Position Summary The Grants and Data Quality Assurance Manager plays a key role in ensuring the integrity of the agency's public funding, responsible for the administrative and technical work to assist leadership with proposal preparation and processing, award administration, data reporting, and related processes. The incumbent will be responsible for establishing reporting schedules, development of manuals to include training manuals to train staff on contractual requirements and will monitor and support all data collection processes in close coordination with program staff and contacts with the Fairfax County Office to Prevent and End Homelessness (OPEH)’s Homeless Management Information System (HMIS). The incumbent will be expected to establish partnerships within the community and monitor all agency processes involving external agencies to ensure agency submissions are fully compliant with grant requirements. The incumbent will also work in coordination with the agency Accountant to monitor funding and perform random audits or spot checks of direct assistance funds to ensure compliance with funding requirements. Additionally, the incumbent will work in conjunction with the Development Director to perform data analysis and identify patterns or trends that may be used for developing materials for grants, reports, press releases, or presentations that demonstrate the services currently provided by the agency and identify any needs for additional development. The Grants and Data Quality Assurance Manager provides overall grants and HMIS support to all programs across the agency, and serves as an advisor, analyst, coordinator, collaborator, hands-on training developer and internal agency auditor to ensure program polices and guidelines are being met and exceeded as required by the program requirements. This position is highly visible to staff, senior management, and the Fairfax County community partners. High standards of courtesy, performance and respect for confidentiality are essential. About the Organization FACETS is a non-profit organization that opens doors by helping parents, their children, and individuals who suffer the effects of poverty in Fairfax County. We meet their emergency needs through our wrap around services and community partnerships, and help individuals and families experience safe and stable housing after years of uncertainty and instability. We strive to ensure that every person in our community has a place they can call home . Here at FACETS, every team member plays a role in making a difference in the lives of our most vulnerable neighbors. Duties and Responsibilities Grant Applications and Reporting Manages tracking and reporting processes of funders through the development and maintenance of grant application and reporting calendars, funder revenue spreadsheets, and a contact management database. Tracks grant goals and benchmarks, as to prepare regular reports on progress; systematically analyzes awarded grants to produce required monthly/quarterly/annual reports. Acts as a liaison for contract requirements that pertain to communications and reporting requirements of grant awards. Coordinates with financial staff to monitor program spending and processing of payments; ensures all grant funds are properly accounted for. Quality Control Ensures preparation for audits, and compliance with all documentation requirements, through random audit or spot checks of client files in all programs to include review of direct assistance funding requests. Liaises and partners with external agencies to support third-party analysis of agency data, including data analysis performed in conjunction with local government or universities as well as partner agencies who perform services on behalf of the agency Serves as designated agency or department lead administrator for all client data systems, including both internal agency data systems and externally based systems such as HMIS, and the HUD Client Management System, amongst others. HMIS Lead Super User Serves as the Lead “Super User” for FACETS in participating in the Homeless Management Information System (HMIS) established by the Fairfax County Continuum of Care (CoC), distributing information to FACETS staff and performing specific data quality updates required by OPEH on an ad hoc basis Coordinates comprehensive review of all federally mandated data required to be included in HUD’s Annual Homeless Assessment Report reportable to the US Congress. Facilitates completion of the federally mandated annual Point in Time Count and Housing Inventory Count of all clients and agency housing stock for reportable programs. Coordinates amongst the HMIS Super Users for each of FACETS’ programs to ensure staff complete certification/annual recertification. Documents and submits all Super User changes to OPEH. Develops program manuals, training manuals or videos, live presentations, utilizing PowerPoint and/or direct demonstration, or other one-on-one or group support. Other Maintains up-to-date knowledge of HUD regulations, Emergency Solutions Grant and Virginia Homeless Solutions Program, Housing Choice Voucher and other subsidized housing programs, and Tenant/Landlord Act, Virginia Eviction Laws, and Fairfax County Partners Portal Supports agency communication and reports by performing in-depth data analysis to identify populations currently served, identify service gaps, and show areas for development. Attends various regional meetings and Housing Opportunities Collaborative Meetings throughout Fairfax County and performs other routine tasks and duties as assigned. Required Skills/Abilities Master’s degree in social work, Public Administration, Non-Profit Studies or related field preferred Minimum of five (5) years' administrative experience to include experience with HUD and/or CoC funded programs and associated responsibility for reporting and data quality/analysis or similar programs related to homeless management. Minimum five (5) years' database experience to include the Homeless Management Information System (HMIS), as well as the ability to design and implement new data systems internally Excellent writing, editing, analytical, verbal, and interpersonal skills Proficiency in Microsoft Office suite and a variety of data systems; experience entering and retrieving data using computer systems, systems applications, and other office equipment Ability to work as a team player in collaboration with multiple programs and divisions to garner information and data Excellent customer and client service Personal integrity and confidentiality Ability to respond to time-sensitive or stressful situations with flexibility and in a professional manner Ability to make independent decisions when circumstances warrant such action Highly organized, detail-oriented, and able to work in a fast-paced environment to meet deadlines Preferred: experience with grant writing and development Physical Requirements Prolonged periods of sitting at a desk and working on a computer. Must be able to lift 15 pounds at times. Must be able to attend meetings at other office locations within Fairfax County, including 3 annual organization-wide fundraising events each year. Salary Range $60,000 - $70,000 annually FACETS offers a competitive salary commensurate with qualification/experience. Benefits Paid medical, dental, and vision insurance for full-time employees with competitive family rates and 3 medical plan options. Paid Basic Life Insurance with an option to buy additional coverage 403(b) retirement plan options with generous matching Generous leave package for full-time employees: paid annual vacation and sick leave, 11 paid holidays per calendar year plus 3 floating holidays to use within the fiscal year; 12 weeks of maternity leave; paid bereavement leave Flexible Spending Accounts (FSAs) for healthcare and dependent care Long-Term Disability, Short-Term Disability 100% employer paid Free Employee Assistance Program (EAP) Reimbursement of work-related expenses including portions of mileage, cell phone and data expenses On-going professional development and training; reimbursement for portions of tuition, training, or (re)certification in areas related to current position Everyone at FACETS is driven to make a difference in the lives of our neighbors experiencing homelessness, hunger, and poverty. FACETS is committed to fostering, cultivating, and preserving a culture of diversity, equity, inclusion and belonging. FACETS is an equal opportunity employer with a culturally diverse work environment. Our welcoming community encourages collaboration across programs for our rewarding work. How to Apply Interested candidates may apply by sending a resume and cover letter to employment@facetscares.org. Equal Employment Opportunity M/F/D/V.",0.034901618,0.26520103,1
Machine Learning Platform Engineer x 2,Peoplebank,"Location: Canberra Job Type: Contract Posted: about 1 month ago Contact: Archna Singh Discipline General IT Reference: 259570 Job Title: Machine Learning Platform Engineer Location: Canberra Duration: 12 months contract with possible extension Working Arrangements: The role is Canberra based, however interstate candidates are encouraged to apply, and will be considered. The Agency will consider and negotiate offsite (work from anywhere) working arrangements on a case by case basis. Where an offsite working arrangement is agreed upon, successful candidates will be required to: o Attend the Agency's Canberra Office for the first week of their engagement to undertake compulsory training and to meet team members and various Agency personnel o Travel to Canberra at least once per month for a minimum of 4 working days for key stakeholder, team, and organisational events. About The Role Client requires a Machine Learning Platform Engineer to be responsible for building and maintaining Company's Machine Learning Operations Platform (MLOps). This position is well suited to a candidate with strong Software Engineering or Data Engineering expertise who has had exposure to contemporary Machine Learning practices and technologies. Indicative Duties Include, But Are Not Limited To Contributing to the design, development, deployment and maintenance of company's MLOps platforms and infrastructure Contributing to the design, development and integration of secure, robust and performant production ML systems Providing guidance to MLOps engineers, software developers and data scientists on our MLOps processes, platforms and systems Developing new and improving existing DevSecOps and MLOps pipelines Key knowledge, skills or experience areas include: Machine Learning, software engineering, or DevOps Machine Learning production platforms in large organisations MLOps tooling such as MLFlow, KubeFlow, Seldon, Kserve, Docker, Kubernetes, and Git Understanding of machine learning concepts and algorithms Data engineering and data wrangling Software engineering principles and best practices Problem-solving and troubleshooting The ideal candidate has experience with all parts of the MLOps lifecycle including the registration, deployment and monitoring of operational capabilities. It is expected that you will deliver key platforms and integrations to deliver self-service abilities to Data Scientists to achieve continuous integration, continuous deployment, continuous training and continuous monitoring. The successful candidate will work at the direction of the AI Engineering lead to achieve the organisational goals outlined in company's Machine Learning and AI Engineering roadmaps. Essential criteria Expertise in developing, deploying and maintaining production grade ML pipelines and systems Expertise in cloud native ML tooling such as Seldon, Kserve, Kubeflow and/or other mature cloud native projects Expertise in software development with python (or similar language) and software engineering best practices. Expertise in Docker containers and a container orchestrations system such as Kubernetes or OpenShift Desirable criteria Understanding of or expertise in Machine Learning within the python ML ecosystem. Experience working with low level languages for model optimisation or experience with model optimisation frameworks. Experience with cloud native observability tools such as Prometheus, Grafana, Loki, Jaeger Experience in developing DevSecOps pipelines with tools such as GitLab CI/CD, GitHub actions or similar Due to security clearance requirements for this role, candidates must be Australian citizens and must have NV1 security clearance. If this role aligns with your skills and aspirations, apply now for immediate consideration. Contact Archna Singh at 02 6245 1708, quoting Job Reference: # 259570 The application deadline for this position is on 20th Dec 2023. Please note that only candidates meeting the specified criteria will be contacted. Your interest in the position is greatly appreciated. Diversity and inclusion are strongly supported at Peoplebank. People of all nationalities, gender identities, and cultural backgrounds, including Aboriginal and Torres Strait Islander Peoples, are encouraged to apply.",0.284299382,0.33944517,0
Senior Data Scientist,"Kaizen Approach, Inc.","We are currently looking to hire an experienced Senior Data Scientist to develop machine learning, data mining, statistical and graph-based algorithms to analyze and make sense of datasets; prototype or consider several algorithms and decide upon final model based on suitable performance metrics. You will build models and/or develop experiments to generate data when training and example datasets are unavailable. Generate reports and visualizations that summarize datasets and provide data-driven insights to customers. Partner with subject matter experts to translate manual data analysis into automated analytics and implement prototype algorithms within production frameworks for integration into analyst workflows. Requirements: Experience in working with subject matters experts (SMEs) to identify important information in raw data and develop scripts that extract this information from a variety of data formats (e.g., SQL tables, structured metadata, network logs) Experience in translating customer qualitative analysis process and goals into quantitative formulations that are coded into software prototypes Experience in developing and implementing statistical, machine learning, and heuristic techniques to create descriptive, predictive, and prescriptive analytics Experience in evaluating and validating the performance of analytics using standard techniques and metrics (e.g., cross validation, ROC curves, confusion matrices) Experience in developing and training machine learning systems based on statistical analysis of data characteristics to support mission automation and lead a team of data scientists in the development of multiple analytic efforts Experience in working with customers and SMEs to define analytic requirements and guide the team in formulating analytics that meet requirements and guide the transition of prototyped analytics to production system Experience in understanding emerging machine learning and pattern recognition algorithms and guide a team of data scientists in integrating state-of-the-art algorithms into solutions and delegate analysis responsibilities to one or more team members and monitor performance Ten (10) years' experience analyzing datasets and developing analytics using tools such as R, Python, SAS or MATLAB Bachelor's and master’s degree or higher from an accredited college or university in a quantitative discipline (e.g., statistics, mathematics, operations research, engineering, or computer science) Active TS/SCI clearance with Polygraph About Kaizen Approach We love what we do, and that drives us to create the best possible results for our customers. We apply years of experience in Cybersecurity and Learning & Development to guide our customers in ongoing improvements that keep their employees’ skills current, and their companies protected. Our reputation is built on the skills and successes of our employees. We care about them as individuals, and we support and encourage them in their professional growth and personal happiness. We sincerely value every member of our team. Premium Healthcare 4 Weeks of PTO 11 Paid Holidays Gifted 401k Profit Sharing Paid Training and Admin Time",0.109967916,0.5247834,0
AI/ML Engineer-Data Scientist,Saransh Inc,"We are Looking for AI/ML Engineer-Data Scientist for one of our Healthcare Client Experience in LLM and Generative AI Experience in Document extraction/chat Strong experience in Python, NLP Experience working in a cloud-native environment such as AWS Should have hands on experience with AWS Neptune or Neo4J graph database Experience in building and maintaining open-domain or health care domain-specific ontologies Understanding of knowledge graphs Have experience in building graph-based ontology from scratch and working with structured and unstructured data Experience supporting ML models development on big data infrastructure (on knowledge graph would be a bonus) Hands on python to build knowledge Graph/ontologies. Experience with AWS Textract, Comprehend Medical (nice to have",0.054858267,0.58509016,1
ML Engineer - Data & Advanced Analytics,Jobs for Humanity,"Company Description Jobs for Humanity is partnering with Penske Truck Leasing to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is located. Company Name: Penske Truck Leasing Job Description We are looking for a Machine Learning Engineer to join Penske’s Advanced Analytics team. In this role, you will play a significant part in supporting various departments within Penske with their data science projects. You will also help develop and enhance the AI/ML Ops at Penske organization. This is a great opportunity for individuals who have some experience in machine learning or are considering a career in this field. Responsibilities: Support data scientists with developing and implementing AI/ML models, focusing on factors such as auditability, versioning, and data security. Build and deploy applications that utilize AI/ML models. Collaborate with data scientists to ensure the accuracy of ML models. Lead initiatives to empower citizen data scientists across Penske by providing self-service AI resources. Utilize AI/ML platforms like Sage Maker, SAS Viya, or Dataiku. Design data pipelines and infrastructure to support our enterprise machine learning systems. Apply software engineering practices and AI/MLOps to machine learning projects. Assist in the development and deployment of proof-of-concept machine learning systems. Create scalable tools and services for clients to handle machine learning training and inference. Transform offline models developed by data scientists into functioning machine learning systems. Requirements: Bachelor's degree in Computer Science/Computer Engineering or equivalent experience. 1-3 years of experience in software application development. Proficiency in Java or Python, along with knowledge of frameworks like Angular, React, Spring, Spring Boot, XML, JavaScript, and JSON. Understanding of Application Servers and CI/CD is also necessary. Experience in designing and building Web Applications and REST APIs. Familiarity with Relational Databases, MySQL, In-Memory databases, NoSQL databases, and AWS is a plus. Knowledge of AI/ML platforms such as Sage Maker, SAS Viya, or Dataiku is desirable, but not required. Ability to identify and assess new technologies to enhance the performance and reliability of our machine learning systems. Understanding of the entire system development lifecycle. Ability to work collaboratively in a team environment and seek guidance from senior developers. Regular attendance is essential for this position. To succeed in this role, you must possess strong teamwork skills and have a positive attitude. Your input during brainstorming sessions will be appreciated. Some travel may be required, and you must be able to satisfy application, background investigation, and drug screening requirements. Penske Qualifications: Bachelor's degree in Computer Science/Computer Engineering or equivalent experience. 1-3 years of experience in software application development and exposure to Machine Learning. Proficiency in languages like Python and familiarity with software engineering best practices and design patterns. Experience in designing and building REST APIs and Microservices. Knowledge of Relational Databases, MySQL, In-Memory databases, NoSQL databases, and writing SQL queries. Experience with AWS cloud technologies is a plus. Understanding of Machine Learning concepts, MLOps, and experience with AI/ML platforms like Dataiku, Sage Maker, or SAS Viya is a plus. Ability to customize Conversation AI platforms is desirable. Capability to identify and assess new technologies to enhance machine learning systems. Capability to design data pipelines and infrastructure to support enterprise machine learning systems at scale is a plus. Application of software engineering practices to machine learning, including AI/MLOps, CI/CD, and automation, is a plus. Support model development with a focus on auditability, versioning, and data security. Facilitate the development and deployment of proof-of-concept machine learning systems. Create scalable tools and services for clients to handle machine learning training and inference. Transform offline models developed by data scientists into functioning machine learning systems. Ability to work collaboratively in a team environment and seek guidance from senior developers. Regular attendance is essential for this position. In terms of physical requirements, this job may involve reading, verbal and written communication, analyzing information, and following instructions. It may also require standing, walking, sitting, and occasional handling of objects weighing up to 25lbs/12kg. The ability to adjust focus and have good vision is necessary. Penske is an equal opportunity employer. About Penske Truck Leasing: Penske Truck Leasing Co., L.P., located in Reading, Pennsylvania, is a partnership of Penske Corporation, Penske Automotive Group, and Mitsui & Co., Ltd. As a leading global transportation services provider, Penske operates a premier fleet of vehicles and serves customers worldwide. Their services include truck leasing, maintenance, truck rentals, used truck sales, transportation and warehousing management, and supply chain management solutions. For more information, visit www.GoPenske.com. Job Details: Job Category: Information Technology Job Family: Analytics & Intelligence Address: 100 Gundy Drive Primary Location: US-PA-Reading Employer: Penske Truck Leasing Co., L.P. Req ID: 2325643",0.269682705,0.09102753,0
Senior Machine Learning Engineer - AI,Recruiting from Scratch,"Who is Recruiting from Scratch : Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware talent at innovative companies. Our team is 100% remote and we work with teams across the United States to help them hire. We work with companies funded by the best investors including Sequoia Capital, Lightspeed Ventures, Tiger Global Management, A16Z, Accel, DFJ, and more. https://www.recruitingfromscratch.com/ Job Description: We are seeking a highly skilled and experienced Senior Machine Learning Engineer to join our dynamic team. As a Senior Machine Learning Engineer, you will play a crucial role in developing and deploying cutting-edge machine learning models and solutions to solve complex business problems. You will collaborate with cross-functional teams to drive innovation and make a significant impact on our organization. Responsibilities: Machine Learning Model Development: Develop, train, and optimize machine learning models using a variety of tools and frameworks. Data Preparation: Collect, clean, and preprocess data to ensure its quality and suitability for machine learning applications. Feature Engineering: Create and select relevant features that improve model performance and predictive accuracy. Algorithm Selection: Choose appropriate machine learning algorithms and techniques based on problem requirements and datasets. Model Evaluation: Design and implement rigorous evaluation methodologies to assess the performance and robustness of machine learning models. Deployment: Deploy machine learning models into production environments, ensuring scalability and reliability. Monitoring and Maintenance: Continuously monitor model performance, identify and address issues, and retrain models as needed. Qualifications: Education: At least a Bachelor's degree in computer science, machine learning, artificial intelligence, or a related field is preferred. Experience: A minimum of 5 of hands-on experience in machine learning model development and deployment. Programming Skills: Proficiency in programming languages such as Python and experience with machine learning libraries (e.g., TensorFlow, PyTorch, etc). Deep Learning: Strong expertise in deep learning frameworks and architectures is a plus. Data Handling: Excellent skills in data manipulation, preprocessing, and feature engineering. Model Deployment: Experience with deploying machine learning models in production using containerization and orchestration tools (e.g., Docker, Kubernetes). If you are a passionate and experienced Senior Machine Learning Engineer looking to work on challenging projects and make a meaningful impact, we encourage you to apply. Base Salary: $150,000 - $200,000 https://www.recruitingfromscratch.com/",0.282295099,0.19467564,0
Senior Machine Learning Engineer,Fieldpiece Instruments,"Fieldpiece is hiring a Senior Machine Learning Engineer ! As the first ML/AI Engineer on our R&D team, you’ll build a machine learning model from scratch that integrates with our products and gives users valuable information, solutions, and predictions. You’ll work closely with cross-functional teams to design, build, and deploy machine learning models, algorithms, and software components that enable data-driven decision-making and improve product performance. The ideal candidate has 5+ years as a Machine Learning Engineer and has created, d eveloped, and delivered a production machine learning model from scratch that gathers data from instruments/tools/sensors and provides accurate analysis and predictions for the user. You have exceptional data collection and analysis, statistics, and programming experience. You're an excellent communicator that can work across the organization to gather requirements and articulate the ML/AI solution to technical and non-technical audiences. Finally, you're creative, innovative, and an excellent problem solver. Recognized as a Best Places to Work in SoCal in 2023 , Fieldpiece has been delivering rugged, professional-grade, and feature-rich tools and testing instruments to HVACR technicians since 1990. HVACR pros trust us to help them do their jobs better, faster, and easier with tools like spanning meters, manifolds, leak detectors, scales, and more. Awarded the Kepner-Tregoe Critical Thinking Cultural Excellence Award, we utilize this framework to enable clear thinking skills to flourish. We offer a flexible work schedule with two days’ work-from-home, an on-site music room, and a kitchen full of snacks to keep you charged throughout the day. We're a team of innovators where curious experimenting is celebrated, learning is encouraged, and initiative is rewarded. Responsibilities Design, develop, and optimize ML algorithms and models to provide predictive maintenance, anomaly detection, energy efficiency, and other relevant features. Preprocess and clean large datasets to extract valuable insights and features for ML models and conduct exploratory data analysis to identify patterns, trends, and potential improvements. Train ML models - evaluate model performance, iterate on models, and fine-tune parameters to achieve optimal results. Integrate ML models into existing products and work with the software team to ensure seamless deployment and integration of AI-driven solutions. Collaborate with cross-functional teams to align AI initiatives with business goals. Required Skills And Experience Bachelor's or higher degree in Computer Science, Machine Learning, Data Science, or related fields. 4+ years of ML/AI Engineer experience Proven experience developing and implementing an ML model from scratch. Excellent knowledge of statistics, data analysis, and spreadsheets. Strong programming skills in languages such as Python, R, or similar. Experience with machine learning frameworks and libraries (e.g., TensorFlow, PyTorch, scikit-learn). Familiarity with data preprocessing, feature engineering, and model evaluation techniques. Knowledge of cloud platforms and services for model deployment and management. Excellent benefits! Matching 401k up to 4% with immediate vesting. Healthcare premiums are covered at 80% for you and your family with HSA and FSA options. Supplemental Term Life, Employee Assistance Programs (EAD), and more. Hire to Retire philosophy that includes personal career development plans. Bonuses based on company and personal performance. Music program that pays for onsite guitar and piano lessons for you and your family - take a break in the music room! The California base annual salary range for this role is currently $135,000 - $150,000 plus bonus. Pay scales are determined by role, level, location, and alignment with market data. Individual pay is determined through interviews and an assessment of several factors that that are unique to each candidate, including but not limited to, job-related skills, relevant education and experience, certifications, abilities of the candidate and pay relative to other team members. We can share more information about our bonus program and benefits during the hiring process. EOE AA M/F/Veteran/Disability",0.179364026,0.5229484,0
Senior Data Analyst - Ethics and Compliance,Grainger,"About Grainger Grainger is a leading broad line distributor with operations primarily in North America, Japan and the United Kingdom. We achieve our purpose, We Keep the World Working®, by serving more than 4.5 million customers with a wide range of products that keep their operations running and their people safe. Grainger also delivers services and solutions, such as technical support and inventory management, to save customers time and money. We're looking for passionate people who can move our company forward. As one of the 100 Best Companies to Work For, we have a welcoming workplace where you can build a career for yourself while fulfilling our purpose to keep the world working. We embrace new ways of thinking and recognize everyone is an individual. Find your way with Grainger today. Position Details Join our dynamic team at Grainger as a Senior Data Analyst, Ethics & Compliance dedicated to supporting the Ethics and Compliance function. This crucial role involves leveraging your advanced analytical skills to ensure ethical business practices and compliance with regulatory standards. As a key member of our team, you will help maintain the high standards of integrity within our organization. Additional responsibilities include supporting information governance with Architects and data stewards. They perform a variety of technical tasks related to capturing, managing, and analyzing Grainger’s data. You will report to the VP of Ethics & Compliance You Will Conduct comprehensive data analysis to identify patterns, trends, and anomalies related to ethics and compliance data, including investigations data. Collaborate with teams to develop and implement data-driven strategies that enhance compliance processes and mitigate risks. Design dashboards and reports, providing actionable insights to the Audit Committee, senior leadership, and stakeholders. Utilize statistical models and predictive analytics to assess and predict potential compliance issues. Evaluate existing data sources and recommend enhancements to improve data accuracy and relevance for compliance monitoring. Stay abreast of industry trends, regulations, and best practices related to ethics and compliance, incorporating this knowledge into analytical approaches. Work with internal audit and legal teams to support investigations and audits, providing data-driven insights. You Have Bachelor's degree in Data Science, Statistics, Business Analytics, or a related field. 3-5 years in data analysis in an ethics and compliance or regulatory environment preferred. Proficient in data visualization and presentation tools (e.g., Tableau, Power BI, PowerPoint, Think Cell) and statistical analysis tools (e.g., R, VBA, Python). Understanding of relevant legal and regulatory frameworks, with the ability to translate these requirements into data analysis processes. Rewards And Benefits With benefits starting day one, Grainger is committed to your safety, health and wellbeing. Our programs provide choice to meet our team members' individual needs. Check out some of the rewards available to you at Grainger. Paid time off (PTO) days and 6 company holidays per year Benefits starting on day one, including medical, dental vision and life insurance 6% 401(k) company contribution each pay period with no personal contribution required Employee discounts, parental leave, tuition reimbursement, student loan refinancing, free access to financial counseling, education and more. DEI Statement We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We are proud to be an equal opportunity workplace. We are committed to fostering an inclusive, accessible environment that includes both providing reasonable accommodations to individuals with disabilities during the application and hiring process as well as throughout the course of one’s employment. With this in mind, should you need a reasonable accommodation during the application and selection process, please advise us so that we can provide appropriate assistance.",0.048206929,0.1921094,0
